circlename,regionname,divisionname,officename,pincode,officetype,delivery,district,statename,latitude,longitude
4,4,0,6780,504273,0,0,21,1,11175,5296
4,4,0,9885,504299,0,0,21,1,11242,5447
4,4,0,6953,504299,0,0,21,1,11716,11618
4,4,0,1092,504296,0,0,21,1,11145,5064
4,4,0,8386,504296,0,0,21,1,11188,5563
4,4,0,10408,504296,0,0,21,1,11106,6270
4,4,0,14001,504209,0,0,27,1,10780,4872
4,4,0,9506,504296,0,1,21,1,11159,5073
4,4,0,5631,504296,0,0,21,1,11716,11618
4,4,0,1857,504272,0,0,27,1,11079,5086
4,4,0,11594,504272,0,0,27,1,11072,4922
4,4,0,3907,504297,0,0,21,1,11090,4384
4,4,0,7676,504295,0,0,21,1,11231,4829
4,4,15,14506,506371,0,0,11,1,8686,5142
4,4,15,7576,506371,0,0,11,1,8651,5228
4,4,22,14506,505415,0,0,16,1,10388,4103
4,4,22,8427,505304,0,0,42,1,9325,2923
4,4,22,10382,505532,0,0,16,1,10419,4011
4,4,15,6472,506003,0,0,11,1,8142,5301
4,4,15,79,506145,0,0,13,1,8183,4364
4,4,15,11181,506144,0,0,13,1,8041,4804
4,4,15,2403,506144,0,0,13,1,8054,4889
4,4,15,2259,506221,0,0,13,1,7659,3944
4,4,15,12808,506301,0,0,13,1,7798,4629
4,4,15,2327,506223,0,0,45,1,8007,3743
4,4,15,5361,506223,0,0,45,1,8097,3680
4,4,15,3824,506143,0,0,11,1,7734,5131
4,4,15,11115,506143,0,0,13,1,7935,5068
4,4,15,12740,506143,0,0,13,1,7898,4757
4,4,15,9309,506143,0,0,13,1,7898,4757
4,4,15,13474,506143,0,0,13,1,8023,4907
4,4,22,11818,505467,0,0,45,1,8784,4129
4,4,15,9146,506175,0,1,13,1,8184,4200
4,4,15,9300,506175,0,1,13,1,7721,4236
4,4,15,10306,506175,0,0,13,1,7528,4259
4,4,15,11501,506367,0,0,45,1,5718,4122
4,4,15,3048,506367,0,0,45,1,5253,4074
4,4,15,10736,506355,0,0,45,1,4946,3646
4,4,15,12634,506355,0,0,45,1,4900,3736
4,4,15,9960,506201,0,0,13,1,3158,3494
4,4,15,9372,506244,0,0,13,1,1745,446
4,4,15,4830,506244,0,0,13,1,2334,4598
4,4,15,7862,506244,0,0,13,1,528,2320
4,4,15,14359,506303,0,0,13,1,2881,381
4,4,15,2805,506342,0,0,55,1,8640,5752
4,4,22,8860,505301,0,0,42,1,9883,3275
4,4,15,5932,506169,0,0,14,1,11367,11
4,4,15,7255,506168,0,0,14,1,11356,365
4,4,15,3811,506356,0,0,14,1,11360,362
4,4,15,7005,506356,0,0,14,1,9291,6553
4,4,22,9211,505467,0,0,18,1,9039,4238
4,4,15,9211,506356,0,0,14,1,9592,5702
4,4,15,9859,506356,0,0,14,1,9783,5617
4,4,15,11944,506165,0,0,30,1,9980,7829
4,4,15,12980,506345,0,0,14,1,9529,6841
4,4,15,1256,506345,0,0,14,1,9346,6164
4,4,15,7443,506344,0,0,30,1,9160,7204
4,4,15,10788,506352,0,0,30,1,8782,6915
4,4,15,961,506172,0,0,30,1,9110,8169
4,4,15,4921,506170,0,1,14,1,9694,5998
4,4,15,11566,506350,0,0,55,1,8676,6271
4,4,15,11238,506221,0,0,13,1,7745,3697
4,4,15,211,506366,0,0,14,1,9665,5487
4,4,15,10275,506366,0,0,14,1,9583,5503
4,4,15,10543,506366,0,0,14,1,9456,5525
4,4,15,14017,506366,0,0,14,1,9347,5548
4,4,15,67,506343,0,0,30,1,8991,6693
4,4,15,1040,506343,0,0,30,1,8991,6693
4,4,15,9140,506391,0,0,55,1,9249,5507
4,4,15,8683,506391,0,0,55,1,8963,5556
4,4,15,9524,506347,0,0,30,1,9509,7612
4,4,15,1445,506347,0,0,30,1,9081,7498
4,3,28,9141,502102,0,0,28,1,8661,2733
4,4,15,6751,506170,0,0,14,1,9692,6136
4,4,15,11288,506348,0,0,14,1,9279,6392
4,4,15,11590,506348,0,0,14,1,9364,5891
4,4,15,2805,506348,0,0,14,1,9229,5972
4,4,15,11288,506165,0,0,30,1,9569,8014
4,4,15,12471,506348,0,0,14,1,9120,6224
4,4,15,9416,506348,0,0,14,1,8987,6232
4,4,15,3841,506319,0,0,14,1,8866,5776
4,4,15,12640,506319,0,0,14,1,8839,5869
4,4,15,2379,506319,0,0,14,1,8986,5993
4,4,15,10034,506319,0,0,14,1,8753,5861
4,4,15,10613,506319,0,0,14,1,8969,5951
4,4,15,11358,506350,0,0,55,1,8566,6479
4,4,22,3166,505425,0,0,16,1,10963,3916
4,4,22,6743,505304,0,0,42,1,9298,2837
4,4,22,7713,505304,0,0,42,1,9512,2914
4,4,22,9143,505304,0,0,42,1,9666,3008
4,4,22,11396,505532,0,0,16,1,10666,3932
4,4,22,14013,505450,0,0,16,1,10891,2871
4,4,22,7534,505452,0,0,16,1,10446,3571
4,4,22,1031,505403,0,0,42,1,10060,3195
4,4,22,5541,505453,0,0,16,1,10547,3321
4,4,22,5980,505453,0,0,16,1,10706,3392
4,4,22,8316,505453,0,0,16,1,10667,3312
4,4,22,2646,505325,0,0,16,1,10692,2994
4,4,22,8188,505325,0,0,16,1,10623,2850
4,4,22,8983,505404,0,0,42,1,9393,3055
4,4,22,8295,505331,0,0,16,1,10892,2999
4,4,22,2558,505331,0,0,16,1,10809,3103
4,3,39,11416,502313,0,0,28,1,7843,2183
4,4,22,11957,505331,0,0,16,1,10825,3216
4,4,22,8934,505454,0,0,16,1,10900,3978
4,4,22,13102,505454,0,0,16,1,10876,3989
4,4,22,2065,505455,0,0,16,1,10668,3534
4,4,22,8375,505455,0,0,16,1,10691,3498
4,4,22,10395,505529,0,0,16,1,10768,3678
4,4,22,139,505305,0,0,42,1,10019,2870
4,4,22,340,505305,0,0,42,1,9842,3006
4,4,22,6608,505305,0,0,42,1,9649,2928
4,4,22,11820,505305,0,0,42,1,9725,2849
4,4,22,5196,505460,0,0,16,1,10753,3324
4,4,22,6988,505460,0,0,16,1,10819,3436
4,4,22,8361,505460,0,0,16,1,10871,3369
4,4,22,12980,505307,0,0,42,1,10153,3363
4,4,53,7729,506102,0,0,25,1,6859,6790
4,4,22,3021,505301,0,0,42,1,9877,3211
4,4,22,5644,505301,0,0,42,1,9965,3250
4,4,22,5978,505301,0,0,42,1,9625,3251
4,4,22,1556,505301,0,0,42,1,9760,3310
4,4,22,14117,505301,0,0,42,1,9856,3759
4,4,33,873,503305,0,0,17,1,9663,806
4,4,22,12745,505405,0,0,42,1,9693,3408
4,4,22,220,505466,0,0,45,1,8504,4315
4,4,22,2739,505405,0,0,42,1,9268,3964
4,4,22,4361,505528,0,0,45,1,9261,3794
4,4,22,11587,505528,0,0,42,1,9312,3784
4,4,22,12584,505524,0,0,42,1,10078,3693
4,4,22,9536,505524,0,0,42,1,10101,3562
4,4,22,7705,505415,0,0,38,1,10315,4214
4,4,22,394,505526,0,0,16,1,10636,4277
4,4,22,8714,505526,0,0,16,1,10709,4357
4,3,39,791,502291,0,0,44,1,7330,1393
4,4,22,4930,505526,0,0,16,1,10683,4206
4,4,22,83,505445,0,0,18,1,9961,3812
4,4,22,8898,505445,0,0,18,1,10192,3905
4,4,22,7065,505445,0,0,18,1,10102,3852
4,4,22,4155,505467,0,0,45,1,8646,4123
4,4,22,9832,505467,0,0,45,1,8870,4227
4,4,22,9951,505467,0,0,45,1,8964,4191
4,4,22,2124,505501,0,0,16,1,10233,3664
4,4,22,13666,505402,0,0,42,1,9646,3670
4,4,53,491,506102,0,0,25,1,6931,7122
4,4,22,293,505527,0,0,18,1,9773,4189
4,4,22,10645,505469,0,0,18,1,9444,4376
4,4,22,1531,505002,0,0,18,1,9881,4225
4,4,22,3284,505002,0,0,18,1,9927,4273
4,4,22,8957,505481,0,0,18,1,9460,4276
4,4,22,11285,505481,0,0,18,1,9320,4188
4,4,22,5982,505531,0,0,18,1,10088,4106
4,4,22,6266,505473,0,0,45,1,9012,4057
4,4,22,5098,505530,0,0,18,1,9523,4037
4,4,22,12685,505530,0,0,42,1,8826,3748
4,4,26,8836,509130,0,0,54,1,2973,1085
4,4,26,4834,509130,0,0,54,1,2979,1090
4,4,26,8239,509127,0,0,15,1,2411,920
4,3,39,4078,502221,0,0,44,1,7305,672
4,4,26,11564,509219,0,0,26,1,3316,1292
4,4,26,353,509133,0,0,15,1,2747,834
4,4,26,1170,509133,0,0,15,1,2608,1390
4,4,26,12980,509133,0,0,15,1,2621,1348
4,4,26,13251,509129,0,0,15,1,2363,714
4,4,26,3452,509129,0,0,15,1,2516,718
4,4,26,10289,509128,0,0,15,1,2377,1381
4,4,26,3028,509128,0,0,15,1,2463,1402
4,4,26,9740,509128,0,0,15,1,2341,1405
4,4,26,13675,509128,0,0,15,1,2406,1329
4,4,26,9660,509126,0,0,15,1,2300,1263
4,4,26,10342,509126,0,0,15,1,2236,1084
4,4,26,8018,509153,0,0,15,1,2298,1598
4,4,26,10922,509153,0,0,15,1,2216,1539
4,4,26,14446,509135,0,0,15,1,2362,1028
4,4,26,5734,509382,0,0,26,1,3982,1628
4,4,26,10674,509382,0,0,26,1,4176,1608
4,4,26,3629,509382,0,0,26,1,3983,1626
4,4,26,1537,509407,0,0,36,1,4216,782
4,4,26,4251,509407,0,0,36,1,4551,643
4,4,26,14374,509407,0,0,36,1,4373,732
4,4,26,3125,509204,0,0,26,1,3468,1408
4,4,26,7899,509204,0,0,26,1,3997,1428
4,4,26,6197,509204,0,0,36,1,3733,1177
4,4,26,12765,509334,0,0,26,1,4383,1424
4,4,26,4533,509350,0,0,36,1,5077,1033
4,4,26,7165,509350,0,0,51,1,5156,994
4,4,26,1629,509002,0,0,26,1,4276,1493
4,4,26,6759,509002,0,0,26,1,4327,1441
4,4,26,5344,509353,0,0,36,1,3460,736
4,4,26,7934,509353,0,0,36,1,3355,799
4,4,26,9943,509338,0,0,51,1,5206,875
4,4,26,1952,509371,0,0,26,1,4365,1143
4,4,26,7684,509371,0,0,26,1,4178,1233
4,4,26,9643,509371,0,0,26,1,4564,1038
4,4,26,12509,509371,0,0,26,1,4379,1031
4,4,26,14208,509371,0,0,26,1,4231,968
4,4,26,11352,509371,0,0,26,1,4234,1229
4,4,26,1953,509339,0,0,36,1,4993,928
4,4,26,14129,509339,0,0,26,1,4837,1072
4,4,26,12742,509352,0,0,36,1,3116,556
4,4,26,606,509335,0,0,51,1,4882,1265
4,4,26,9289,509409,0,0,26,1,3385,1141
4,4,26,9730,509409,0,0,26,1,3574,1152
4,4,26,11224,509409,0,0,36,1,3726,1142
4,4,26,3182,509411,0,0,36,1,4571,884
4,4,26,2586,509208,0,0,36,1,3071,691
4,4,26,2869,509208,0,0,36,1,3232,612
4,4,26,7599,509208,0,0,36,1,3204,599
4,4,26,9823,509208,0,0,36,1,2986,709
4,4,26,13396,509208,0,0,36,1,3606,605
4,4,26,14348,509208,0,0,36,1,3171,630
4,4,26,11837,509208,0,0,36,1,3448,617
4,4,26,9324,509208,0,0,36,1,3323,615
4,4,26,12956,509351,0,0,36,1,3746,1047
4,4,26,3399,509351,0,0,36,1,3673,924
4,4,26,7879,509337,0,0,26,1,4682,1277
4,4,26,11791,509337,0,0,26,1,4731,1114
4,4,26,407,509210,0,0,36,1,3877,603
4,4,26,1263,509210,0,0,36,1,4095,618
4,4,26,7310,509340,0,0,26,1,4476,1808
4,4,26,2633,509340,0,0,51,1,4921,1461
4,4,26,606,509336,0,0,51,1,4823,659
4,4,26,958,509336,0,0,51,1,4831,678
4,4,26,2939,509336,0,0,51,1,4699,750
4,4,26,3960,509336,0,0,51,1,4826,747
4,4,26,12840,509336,0,0,51,1,5306,676
4,4,26,1889,509336,0,0,51,1,5110,696
4,4,26,2916,509336,0,0,51,1,4996,768
4,4,26,11654,509336,0,0,51,1,5414,668
4,4,26,578,509336,0,0,51,1,5338,699
4,4,26,2406,509311,0,0,36,1,3672,701
4,4,26,10323,509311,0,0,36,1,3696,700
4,4,26,13175,509311,0,0,36,1,3943,677
4,3,28,5992,502115,0,0,28,1,8936,2198
4,3,28,13046,502115,0,0,28,1,8815,2254
4,3,28,2347,502255,0,0,28,1,8218,2565
4,3,28,14345,502255,0,0,28,1,8263,2496
4,3,28,8854,502113,0,0,28,1,8825,2010
4,3,28,809,502113,0,0,28,1,8663,2072
4,3,28,7929,502336,0,0,28,1,7650,2509
4,3,28,13967,502336,0,0,45,1,7771,2747
4,3,28,10507,502109,0,0,28,1,8487,1924
4,3,28,493,502247,0,0,28,1,8326,2572
4,3,28,2123,502247,0,0,45,1,8514,3000
4,3,28,3136,502247,0,0,45,1,8435,2924
4,3,28,4769,502247,0,0,45,1,8150,2783
4,3,28,883,502247,0,0,28,1,8507,2744
4,3,28,8908,502335,0,0,28,1,7985,2481
4,3,28,6125,502248,0,0,28,1,8597,2290
4,3,28,8232,502248,0,0,28,1,8453,2367
4,3,28,7289,502303,0,0,28,1,8668,1568
4,3,28,7391,502117,0,0,28,1,11716,11618
4,3,28,5379,502302,0,0,28,1,8254,1518
4,3,28,9776,502302,0,0,28,1,8226,1578
4,3,28,14337,502334,0,0,45,1,6735,2180
4,3,28,12115,502334,0,0,28,1,7720,2255
4,3,28,7639,502334,0,0,45,1,7813,2827
4,3,28,8801,502334,0,0,45,1,7836,2706
4,3,28,7084,502331,0,0,28,1,8608,1736
4,3,28,14255,502310,0,0,45,1,9226,3514
4,3,28,3652,502108,0,0,45,1,9194,2888
4,3,28,4529,502108,0,0,45,1,8862,3042
4,3,28,5941,502108,0,0,45,1,8577,2284
4,3,28,453,502278,0,0,45,1,11716,11618
4,3,28,13015,502278,0,0,45,1,11716,11618
4,3,28,6309,502278,0,0,45,1,11716,11618
4,3,28,11150,502278,0,0,45,1,11716,11618
4,3,28,11304,502278,0,0,45,1,11716,11618
4,3,28,3999,502281,0,0,45,1,7768,3406
4,3,28,4886,502281,0,0,45,1,7643,3297
4,3,28,13156,502312,0,0,45,1,7894,3345
4,3,28,7329,502276,0,0,45,1,8652,2675
4,3,28,11285,502276,0,0,45,1,8745,2608
4,3,28,4467,502276,0,0,45,1,9139,3439
4,3,28,13030,502372,0,0,45,1,8439,3158
4,3,28,14649,502372,0,0,45,1,8314,3509
4,3,28,7893,502301,0,0,45,1,8109,3328
4,3,28,13173,502301,0,0,45,1,8101,3238
4,3,28,11475,502102,0,0,28,1,8744,2594
4,3,28,917,502375,0,0,45,1,8768,3882
4,3,28,14090,502375,0,0,45,1,8626,3746
4,3,28,11352,502375,0,0,45,1,8700,3834
4,3,28,13944,502375,0,0,45,1,8612,3640
4,3,28,3457,502279,0,0,45,1,7618,3244
4,3,28,4154,502279,0,0,45,1,7671,3014
4,3,28,7764,502279,0,0,45,1,7440,2865
4,3,28,9154,502279,0,0,45,1,6410,2311
4,3,28,227,502311,0,0,45,1,7827,3205
4,3,28,9113,502107,0,0,45,1,9152,3314
4,4,29,3967,508101,0,0,58,1,6968,4162
4,4,29,9677,508111,0,0,58,1,6269,4306
4,4,29,3269,508111,0,0,58,1,6181,4266
4,4,29,6603,508111,0,0,58,1,6635,4216
4,4,29,7060,508111,0,0,58,1,11716,11618
4,4,29,4284,508126,0,0,58,1,6624,3424
4,4,29,8893,508126,0,0,58,1,6740,3285
4,4,29,4972,508126,0,0,58,1,6663,3351
4,4,29,11107,508126,0,0,58,1,6382,3336
4,4,29,2649,508277,0,0,58,1,6503,4435
4,4,29,11589,508277,0,0,58,1,6094,4369
4,4,29,3851,508277,0,0,58,1,6502,4436
4,4,29,4167,508277,0,0,58,1,6248,4753
4,4,29,2739,508277,0,0,58,1,11716,11618
4,4,29,5174,508284,0,0,58,1,6093,3427
4,4,29,5230,508284,0,0,58,1,6093,3427
4,4,29,1897,508105,0,0,58,1,7332,3653
4,4,29,3172,508105,0,0,58,1,7407,3776
4,4,29,9793,508105,0,0,58,1,7637,3596
4,4,29,12509,508113,0,0,58,1,6166,4353
4,4,29,4854,508113,0,0,58,1,5934,4232
4,4,29,7254,508113,0,0,58,1,6117,4113
4,4,29,1523,508285,0,0,58,1,6321,3655
4,4,29,9006,508285,0,0,58,1,6494,3591
4,4,29,11529,508285,0,0,58,1,6365,3829
4,4,29,12487,508112,0,0,58,1,6500,4020
4,4,29,13748,508286,0,0,58,1,6825,4027
4,4,29,5090,508115,0,0,58,1,7072,3527
4,4,29,14113,508115,0,0,58,1,7193,3521
4,4,29,3528,508255,0,0,32,1,4908,3982
4,4,29,5641,508255,0,0,32,1,4906,3979
4,4,29,1059,508255,0,0,32,1,4905,3979
4,4,29,4397,508255,0,0,32,1,4905,3979
4,4,29,9145,508255,0,0,32,1,4904,3980
4,4,29,7072,508250,0,0,32,1,11716,11618
4,4,29,7848,508114,0,0,32,1,5568,3971
4,4,29,9319,508114,0,0,32,1,5565,4139
4,4,29,12273,508114,0,0,32,1,5834,4145
4,4,29,13966,508114,0,0,32,1,5585,4051
4,4,29,14488,508114,0,0,32,1,5508,4086
4,4,29,3612,508248,0,0,32,1,4377,2927
4,4,29,9325,508248,0,0,32,1,3760,3787
4,4,29,4140,508248,0,0,32,1,4104,3438
4,4,29,7712,508248,0,0,32,1,4239,3446
4,4,29,14427,508248,0,0,32,1,11716,11618
4,4,29,9779,508257,0,0,32,1,4188,3921
4,4,29,2223,508257,0,0,32,1,4081,3926
4,4,29,619,508377,0,0,32,1,5127,4444
4,4,29,13119,508377,0,0,32,1,11716,11618
4,4,29,13179,508377,0,0,32,1,6549,4947
4,4,29,14188,508202,0,1,32,1,5149,4447
4,4,29,8687,508243,0,0,32,1,4232,3749
4,4,29,13587,508243,0,0,32,1,3814,4109
4,4,29,481,508245,0,0,32,1,2561,2022
4,4,29,13009,508245,0,0,32,1,2599,1828
4,4,29,14106,508245,0,0,32,1,4871,3187
4,4,29,9172,508244,0,0,32,1,5061,4157
4,4,29,8141,508373,0,0,32,1,4424,3763
4,4,29,4291,508253,0,0,58,1,5334,3579
4,4,29,12521,508253,0,0,58,1,5493,3658
4,4,29,11076,508253,0,0,32,1,11716,11618
4,4,29,5095,508253,0,0,58,1,5334,3579
4,4,29,13791,508254,0,0,32,1,5725,4215
4,4,29,13510,508266,0,0,32,1,3802,4253
4,4,29,12249,508266,0,0,32,1,4305,4411
4,4,29,626,508002,0,0,32,1,11716,11618
4,4,29,2135,508002,0,0,32,1,11716,11618
4,4,29,5673,508002,0,0,32,1,11716,11618
4,4,29,2132,508004,0,0,32,1,4997,4211
4,4,29,6585,508256,0,0,32,1,4658,4204
4,4,29,12934,508256,0,0,32,1,4320,4437
4,4,33,14136,503217,0,0,33,1,10736,2278
4,4,33,5062,503307,0,0,33,1,10500,2196
4,4,33,9162,503307,0,0,33,1,10454,2728
4,4,33,8969,503164,0,0,33,1,10097,1978
4,4,33,14511,503110,0,0,17,1,9004,2023
4,4,33,14511,503164,0,0,33,1,9004,31
4,4,33,12626,503308,0,0,33,1,10705,2641
4,4,33,13435,503308,0,0,33,1,10705,2641
4,4,33,2624,503308,0,0,33,1,10705,2641
4,4,33,12110,503218,0,0,33,1,10802,2187
4,4,33,14032,503218,0,0,33,1,10802,2187
4,4,33,5482,503213,0,0,33,1,10621,1850
4,4,33,12483,503225,0,0,33,1,10614,2401
4,4,33,923,503212,0,0,33,1,10785,1799
4,4,33,6164,503212,0,0,33,1,10788,1863
4,4,33,13418,503212,0,0,33,1,10785,1799
4,4,33,3593,503212,0,0,33,1,10895,1934
4,4,33,7168,503311,0,0,33,1,10637,2188
4,4,33,7937,503223,0,0,33,1,10718,2000
4,4,33,6420,503187,0,0,17,1,9787,1462
4,4,33,13274,503125,0,0,17,1,9074,2753
4,4,33,14410,503125,0,0,17,1,9501,2170
4,4,33,3511,503306,0,0,17,1,9730,930
4,4,33,4592,503306,0,0,17,1,9855,1051
4,4,33,4464,503114,0,0,17,1,9653,1785
4,4,33,10745,503114,0,0,17,1,9734,1656
4,4,33,8187,503114,0,0,17,1,9555,1721
4,4,33,9156,503102,0,0,17,1,9340,2210
4,4,33,10690,503102,0,0,17,1,9280,2218
4,4,33,7339,503102,0,0,17,1,9803,3092
4,4,33,142,503112,0,0,17,1,9648,2156
4,4,33,10675,503124,0,0,17,1,9023,1821
4,4,33,4367,503309,0,0,17,1,9923,1006
4,4,33,7744,503108,0,0,17,1,8762,1810
4,4,33,6226,503310,0,0,17,1,9388,1059
4,4,33,3940,503310,0,0,17,1,9225,1053
4,4,33,1126,503110,0,0,17,1,9255,2088
4,4,33,2387,503110,0,0,17,1,9307,2162
4,4,33,2541,503110,0,0,17,1,9302,1989
4,4,33,8388,503144,0,0,17,1,9795,2134
4,4,33,13456,503144,0,0,17,1,9820,2149
4,4,33,8084,503122,0,0,17,1,8840,1537
4,4,33,5835,503120,0,0,17,1,9672,1858
4,4,33,9044,503120,0,0,17,1,9317,1932
4,4,33,5691,503235,0,0,33,1,10508,1416
4,4,33,10430,503235,0,0,33,1,10508,1416
4,4,33,11955,503235,0,0,33,1,10530,1386
4,4,33,6197,503321,0,0,17,1,9885,1187
4,4,33,9191,503321,0,0,17,1,9973,1268
4,4,33,12982,503321,0,0,17,1,9936,1149
4,4,33,11153,503185,0,0,33,1,10375,1230
4,4,33,8107,503185,0,0,33,1,10449,1297
4,4,33,928,503230,0,0,33,1,10309,1772
4,4,33,1091,503230,0,0,33,1,10309,1772
4,4,33,7808,503230,0,0,33,1,10309,1772
4,4,33,5041,503202,0,0,33,1,10401,1460
4,4,33,7074,503202,0,0,33,1,10408,1630
4,4,33,12929,503202,0,0,33,1,10408,1630
4,4,33,181,503246,0,0,33,1,10696,1693
4,4,33,1434,503246,0,0,33,1,10735,1584
4,4,33,4298,503305,0,0,17,1,9678,703
4,4,33,6149,503305,0,0,17,1,9590,882
4,4,33,5176,503207,0,0,33,1,10109,1116
4,4,33,4179,503206,0,0,33,1,10196,1419
4,4,33,7679,503206,0,0,33,1,10197,1516
4,4,33,478,503186,0,0,33,1,10490,1637
4,4,33,10613,503186,0,0,33,1,10441,1511
4,4,33,735,503186,0,0,33,1,10387,1675
4,4,33,9508,503201,0,0,33,1,10086,1374
4,4,35,6743,505497,0,0,11,1,8695,4790
4,4,35,4876,505186,0,0,18,1,10026,4355
4,4,35,8495,505186,0,0,18,1,9955,4334
4,4,35,1905,505186,0,0,18,1,10028,4285
4,4,35,7576,505122,0,0,18,1,9292,5094
4,4,35,8231,505153,0,0,38,1,11716,11618
4,4,35,11413,505153,0,0,38,1,11716,11618
4,4,35,7484,505102,0,0,11,1,9008,5490
4,4,35,5748,505102,0,0,11,1,8934,5204
4,4,35,13156,505102,0,0,11,1,3741,3711
4,4,35,5661,505129,0,0,18,1,9522,4852
4,4,35,13650,505129,0,0,18,1,9490,4944
4,4,35,6714,505490,0,0,18,1,9310,4636
4,4,35,7592,505162,0,0,38,1,10031,4987
4,4,35,8358,505162,0,0,38,1,10096,4925
4,4,35,8724,505470,0,0,18,1,9541,4581
4,4,35,7710,505471,0,0,11,1,8493,4489
4,4,35,14613,505471,0,0,11,1,8488,4670
4,4,35,13880,505505,0,0,18,1,9948,4522
4,4,35,6370,505152,0,0,38,1,9834,5034
4,4,35,4346,505152,0,0,38,1,9792,5234
4,4,35,8288,505474,0,0,18,1,9326,4403
4,4,35,1412,505475,0,0,18,1,11716,11618
4,4,35,14201,505475,0,0,18,1,9716,5198
4,4,35,2920,505502,0,0,18,1,9781,4745
4,4,35,3156,505187,0,0,38,1,10410,4535
4,4,35,5645,505187,0,0,38,1,10371,4688
4,4,35,9166,505187,0,0,38,1,10440,4481
4,4,35,9651,505187,0,0,38,1,10480,4568
4,4,35,1189,505212,0,0,38,1,11716,11618
4,4,35,5540,505212,0,0,38,1,11716,11618
4,4,35,6783,505525,0,0,38,1,10174,4468
4,4,35,3047,505525,0,0,38,1,10175,4470
4,4,35,12873,505525,0,0,38,1,10194,4363
4,4,35,14330,505525,0,0,38,1,10246,4502
4,4,35,5226,505525,0,0,38,1,10274,4395
4,4,35,12471,505525,0,0,38,1,10064,4373
4,4,35,7981,505209,0,0,38,1,10390,5223
4,4,35,1159,505503,0,0,14,1,10193,6696
4,4,35,12172,505503,0,0,14,1,10159,7532
4,4,35,11554,505503,0,0,14,1,10253,6472
4,4,35,10830,505503,0,0,14,1,10262,6924
4,4,35,10649,505503,0,0,14,1,10072,6846
4,4,35,2186,505503,0,0,14,1,10270,6819
4,4,35,1539,505504,0,0,14,1,10439,6927
4,4,35,12509,505504,0,0,14,1,10428,7086
4,4,35,7525,505504,0,0,14,1,10674,6353
4,4,35,2808,505504,0,0,14,1,9859,6457
4,4,35,8520,505504,0,0,14,1,10208,7798
4,4,35,11397,505504,0,0,14,1,10366,7079
4,4,35,140,505184,0,0,38,1,10226,6179
4,4,35,4412,505184,0,0,38,1,10418,5522
4,4,35,9597,505184,0,0,38,1,10409,5635
4,4,35,8774,505184,0,0,38,1,10263,5529
4,4,35,2051,505416,0,0,16,1,10661,4480
4,4,35,7980,505174,0,0,38,1,10206,4573
4,4,35,11349,505174,0,0,38,1,10167,4864
4,4,35,882,505174,0,0,38,1,10319,4723
4,4,35,6255,505185,0,0,38,1,10178,4612
4,4,35,13028,505185,0,0,38,1,9941,4689
4,4,35,9110,505185,0,0,38,1,9179,4179
4,4,35,11724,505416,0,0,16,1,10471,4366
4,3,39,2978,502269,0,0,44,1,8050,1255
4,3,39,6627,502273,0,0,44,1,7716,1668
4,3,39,8460,502273,0,0,44,1,7655,1538
4,3,39,2629,502273,0,0,44,1,7592,1696
4,3,39,2542,502307,0,0,44,1,6849,1937
4,3,39,7166,502307,0,0,44,1,6949,1894
4,3,39,9964,502307,0,0,44,1,6745,1866
4,3,39,1494,502296,0,0,44,1,7299,1831
4,3,39,2188,502296,0,0,44,1,7106,1913
4,3,39,2474,502296,0,0,44,1,7216,1963
4,3,39,9326,502270,0,0,44,1,7932,1532
4,3,39,10735,502270,0,0,44,1,7934,1681
4,3,39,2765,502270,0,0,44,1,7842,1572
4,3,39,7360,502345,0,0,44,1,7601,1220
4,3,39,5498,502285,0,0,44,1,6803,1704
4,3,39,5674,502316,0,0,28,1,8079,1997
4,3,39,8314,502316,0,0,28,1,8012,1875
4,3,39,13319,502316,0,0,28,1,7780,1951
4,3,39,12623,502294,0,0,44,1,7180,1689
4,3,39,8907,502300,0,0,44,1,6501,1964
4,3,39,9021,502300,0,0,44,1,6669,1892
4,3,39,10042,502300,0,0,44,1,6659,1972
4,3,39,6475,502306,0,0,44,1,6848,1547
4,3,39,10325,502306,0,0,44,1,7075,1569
4,3,39,10254,502313,0,0,28,1,7605,2274
4,3,39,898,502371,0,0,44,1,8892,1288
4,3,39,5189,502319,0,0,44,1,7131,2160
4,3,39,2169,502319,0,0,44,1,7027,2257
4,3,39,11025,502290,0,0,28,1,8239,1320
4,3,39,12743,502291,0,0,44,1,7002,1307
4,3,39,4044,502293,0,0,44,1,7368,1633
4,3,39,11976,502221,0,0,44,1,7388,638
4,3,39,2843,502251,0,0,44,1,7987,838
4,3,39,10748,502210,0,0,44,1,7047,1067
4,3,39,7461,502210,0,0,44,1,7071,937
4,3,39,3057,502228,0,0,44,1,7503,801
4,3,39,7763,502249,0,0,44,1,7791,731
4,3,39,71,502286,0,0,44,1,8588,987
4,3,39,493,502286,0,0,44,1,8417,1182
4,3,39,1212,502286,0,0,44,1,8234,999
4,3,39,4636,502318,0,0,44,1,7248,759
4,3,39,8850,502287,0,0,44,1,8950,950
4,3,39,1400,502287,0,0,44,1,8957,1136
4,3,39,5159,502246,0,0,44,1,7550,1069
4,4,45,3790,508201,0,0,48,1,4490,6104
4,4,45,8120,508201,0,0,48,1,3950,4152
4,4,45,10717,508201,0,0,48,1,4713,5936
4,4,45,5845,508204,0,0,48,1,4803,6441
4,4,45,11947,508204,0,0,48,1,4610,6184
